	ReferenceID	Latitude	Longitude	DateTime	day_of_week_sin	day_of_week_cos	time_sin	time_cos
126	SAPD24140262	-0.3695983990231356	-0.5412483535538064	2024-06-28 10:18:00.000	-0.433883739117558	-0.9009688679024191	0.4305110968082955	-0.9025852843498604
127	SAPD24142869	0.3963944101485628	-0.7100267575513968	2024-06-28 00:00:00.000	-0.433883739117558	-0.9009688679024191	0.0	1.0
128	SAPD24140165	-0.19514873482124884	-0.17460870023305042	2024-06-27 21:00:00.000	0.43388373911755823	-0.900968867902419	-0.7071067811865477	0.7071067811865474
129	SAPD24139750	0.3545850010175644	-0.6966883789400413	2024-06-27 16:41:00.000	0.43388373911755823	-0.900968867902419	-0.9411760152563706	-0.337916718003327
130	SAPD24139624	-0.2180059019062477	-0.5043774491050298	2024-06-27 13:45:00.000	0.43388373911755823	-0.900968867902419	-0.4422886902190011	-0.8968727415326884
131	24-31287	0.819610270673625	0.5725710099050112	2024-06-27 08:47:48.000	0.43388373911755823	-0.900968867902419	0.7460573750616996	-0.6658816660008342
132	SAPD24139403	0.08802828844718591	-0.4861647348535403	2024-06-27 03:12:00.000	0.43388373911755823	-0.900968867902419	0.7431448254773941	0.6691306063588582
133	24-P17682	0.21100586798723553	0.9297261695413661	2024-06-26 17:15:00.000	0.9749279121818236	-0.22252093395631434	-0.9807852804032303	-0.19509032201612866
134	SAPD24138951	-0.6802243741944296	-0.36137967048559916	2024-06-26 16:43:00.000	0.9749279121818236	-0.22252093395631434	-0.9440890203927841	-0.32969064526278785
135	SAPD24138867	-0.7204141510073956	-0.43630250863495335	2024-06-26 13:06:00.000	0.9749279121818236	-0.22252093395631434	-0.28401534470392237	-0.9588197348681932
136	SAPD24138918	-0.48108591683061586	-0.5920766409805824	2024-06-26 00:00:00.000	0.9749279121818236	-0.22252093395631434	0.0	1.0
137	SAPD24139424	0.39628841326910735	-0.30529632088361014	2024-06-25 22:00:00.000	0.7818314824680298	0.6234898018587336	-0.5000000000000004	0.8660254037844384
138	SAPD24138394	-0.3951775659724698	-0.4633833021806597	2024-06-25 20:58:00.000	0.7818314824680298	0.6234898018587336	-0.7132504491541819	0.7009092642998505
139	SAPD24138042	0.10972796960857045	-0.19905289777363344	2024-06-25 13:34:00.000	0.7818314824680298	0.6234898018587336	-0.3987490689252459	-0.9170600743851242
140	SAPD24139336	0.07658486534156306	-0.4744968910391557	2024-06-25 06:30:00.000	0.7818314824680298	0.6234898018587336	0.9914448613738105	-0.13052619222005138
141	SAPD24137821	-0.009857709789027225	-0.9126147138582258	2024-06-25 04:00:00.000	0.7818314824680298	0.6234898018587336	0.8660254037844386	0.5000000000000001
142	SAPD24137722	0.4340402618546899	-0.42252124405418623	2024-06-25 02:33:00.000	0.7818314824680298	0.6234898018587336	0.619093949309834	0.785316930880745
143	SAPD24137506	0.5752238654093991	-0.7720618729881124	2024-06-24 20:35:00.000	0.0	1.0	-0.7798844830928822	0.6259234721840586
144	SAPD24137945	-0.48751780747575424	-0.5268506745828183	2024-06-24 19:00:00.000	0.0	1.0	-0.9659258262890684	0.2588190451025203
145	SAPD24137385	-0.8317320738077593	-0.36971421463534704	2024-06-24 16:23:00.000	0.0	1.0	-0.9117620435770883	-0.41071885261347774
146	SAPD24137317	-0.47262312597517064	-0.7842373521826638	2024-06-24 15:59:00.000	0.0	1.0	-0.8638355052043956	-0.5037739770455264
147	SAPD24137933	-0.243555389729335	-0.5328438800404576	2024-06-24 14:28:00.000	0.0	1.0	-0.601815023152048	-0.798635510047293
148	SAPD24137074	-0.4901338104606192	-0.1596230966126031	2024-06-24 13:15:00.000	0.0	1.0	-0.32143946530316153	-0.9469301294951057
149	SAPD24137157	-0.6349764262940176	-0.20068199294769162	2024-06-24 12:56:00.000	0.0	1.0	-0.2419218955996675	-0.9702957262759965
150	SAPD24138083	-0.4328106980530496	-0.3093366841134516	2024-06-24 10:00:00.000	0.0	1.0	0.49999999999999994	-0.8660254037844387
151	SAPD24137076	-0.4845286954752117	-0.4982107152266547	2024-06-24 09:37:00.000	0.0	1.0	0.5842496656374344	-0.8115739819650123
152	SAPD24137439	-0.11723254867376498	-0.673104053574016	2024-06-24 07:20:00.000	0.0	1.0	0.9396926207859084	-0.3420201433256687
153	SAPD24136903	-0.9743784076216003	-0.3682509343520912	2024-06-24 04:40:00.000	0.0	1.0	0.9396926207859083	0.3420201433256688
154	SAPD24137034	-0.0019164235804940422	-0.44317112612568743	2024-06-24 00:00:00.000	0.0	1.0	0.0	1.0
155	SAPD24136735	-0.06289006851638801	-0.22358515451277738	2024-06-23 21:08:00.000	-0.7818314824680299	0.6234898018587334	-0.6819983600624989	0.7313537016191701
156	SAPD24136705	0.05253629333152077	-0.8188886468314632	2024-06-23 20:11:00.000	-0.7818314824680299	0.6234898018587334	-0.8410390129643927	0.5409744713679937
157	SAPD24136567	-0.8643960721796338	-0.21399188181832218	2024-06-23 16:09:00.000	-0.7818314824680299	0.6234898018587334	-0.8849876374630418	-0.46561452032511164
158	SAPD24136290	0.2058247405196345	-0.25825457899661053	2024-06-23 10:02:00.000	-0.7818314824680299	0.6234898018587334	0.49242356010346716	-0.8703556959398997
159	SAPD24136312	-0.02304372159283763	-0.8277515461728344	2024-06-23 06:45:00.000	-0.7818314824680299	0.6234898018587334	0.9807852804032304	-0.1950903220161282
